"","price","dateoftransfer","yearchi","tfarea","laua","ldnm","RGN11NM"
"391",138000,2009-02-04,2009,83.22,"E07000177","Cherwell","South East"
"392",1e+05,2009-06-19,2009,86.6,"E07000177","Cherwell","South East"
"393",135000,2009-04-09,2009,63,"E07000177","Cherwell","South East"
"394",290000,2009-03-05,2009,167.59,"E07000177","Cherwell","South East"
"395",240000,2009-05-26,2009,83.1,"E07000177","Cherwell","South East"
"396",210000,2009-10-02,2009,66.98,"E07000177","Cherwell","South East"
"397",3e+05,2009-11-19,2009,93.16,"E07000177","Cherwell","South East"
"398",183000,2009-05-01,2009,74.89,"E07000177","Cherwell","South East"
"399",235000,2009-10-16,2009,88,"E07000177","Cherwell","South East"
"400",164500,2009-05-22,2009,84,"E07000177","Cherwell","South East"
"401",150000,2009-12-04,2009,58.82,"E07000177","Cherwell","South East"
"402",182000,2009-10-30,2009,97.72,"E07000177","Cherwell","South East"
"403",119000,2009-09-25,2009,43.4,"E07000177","Cherwell","South East"
"404",245000,2009-12-21,2009,125.07,"E07000177","Cherwell","South East"
"405",245000,2009-09-25,2009,82.58,"E07000177","Cherwell","South East"
"406",175000,2009-04-15,2009,47.21,"E07000177","Cherwell","South East"
"407",188000,2009-11-13,2009,79.1,"E07000177","Cherwell","South East"
"408",155000,2009-09-28,2009,62.8,"E07000177","Cherwell","South East"
"409",150000,2009-07-31,2009,45.65,"E07000177","Cherwell","South East"
"410",163158,2009-02-16,2009,84.23,"E07000177","Cherwell","South East"
"411",105500,2009-02-20,2009,47.5,"E07000177","Cherwell","South East"
"412",182000,2009-10-26,2009,68.5,"E07000177","Cherwell","South East"
"413",150000,2009-10-14,2009,70,"E07000177","Cherwell","South East"
"414",210000,2009-12-21,2009,71.5,"E07000177","Cherwell","South East"
"415",225000,2009-07-03,2009,82.3,"E07000177","Cherwell","South East"
"416",199000,2009-09-15,2009,102.34,"E07000177","Cherwell","South East"
"417",1e+05,2009-02-27,2009,39.7,"E07000177","Cherwell","South East"
"418",477000,2009-05-27,2009,104.87,"E07000177","Cherwell","South East"
"419",162500,2009-04-24,2009,49.7,"E07000177","Cherwell","South East"
"420",245000,2009-10-02,2009,98.6,"E07000177","Cherwell","South East"
"421",152500,2009-08-18,2009,64.6,"E07000177","Cherwell","South East"
"422",160000,2009-07-23,2009,61.2,"E07000177","Cherwell","South East"
"423",350000,2009-11-06,2009,122.34,"E07000177","Cherwell","South East"
"424",118000,2009-11-20,2009,50.68,"E07000177","Cherwell","South East"
"425",95000,2009-08-28,2009,75,"E07000177","Cherwell","South East"
"426",170000,2009-10-23,2009,63.36,"E07000177","Cherwell","South East"
"427",110000,2009-05-26,2009,82.2,"E07000177","Cherwell","South East"
"428",120000,2009-12-04,2009,83.6,"E07000177","Cherwell","South East"
"429",3e+05,2009-10-22,2009,103.2,"E07000177","Cherwell","South East"
"430",172000,2009-12-17,2009,91.2,"E07000177","Cherwell","South East"
"431",170000,2009-12-18,2009,73.23,"E07000177","Cherwell","South East"
"432",118000,2009-10-02,2009,66,"E07000177","Cherwell","South East"
"433",105000,2009-10-16,2009,43.9,"E07000177","Cherwell","South East"
"434",283500,2009-07-27,2009,89,"E07000177","Cherwell","South East"
"435",218000,2009-06-30,2009,95.04,"E07000177","Cherwell","South East"
"436",324950,2009-06-26,2009,88.72,"E07000177","Cherwell","South East"
"437",142000,2009-06-29,2009,60.46,"E07000177","Cherwell","South East"
"438",145000,2009-12-03,2009,83.86,"E07000177","Cherwell","South East"
"439",94000,2009-07-31,2009,34,"E07000177","Cherwell","South East"
"440",149000,2009-12-11,2009,62.4,"E07000177","Cherwell","South East"
"441",241500,2009-09-08,2009,71.08,"E07000177","Cherwell","South East"
"442",220000,2009-09-30,2009,117.28,"E07000177","Cherwell","South East"
"443",198000,2009-07-10,2009,80.8,"E07000177","Cherwell","South East"
"444",2e+05,2009-12-03,2009,66.27,"E07000177","Cherwell","South East"
"445",167000,2009-07-24,2009,103,"E07000177","Cherwell","South East"
"446",175000,2009-11-26,2009,63.42,"E07000177","Cherwell","South East"
"447",158000,2009-07-30,2009,62.35,"E07000177","Cherwell","South East"
"448",198500,2009-07-17,2009,84.33,"E07000177","Cherwell","South East"
"449",320000,2009-11-05,2009,160.41,"E07000177","Cherwell","South East"
"450",201500,2009-02-16,2009,102.7,"E07000177","Cherwell","South East"
"451",210000,2009-06-26,2009,76.78,"E07000177","Cherwell","South East"
"452",225000,2009-10-30,2009,69,"E07000177","Cherwell","South East"
"453",126250,2009-09-25,2009,54.2,"E07000177","Cherwell","South East"
"454",725000,2009-09-25,2009,166.3,"E07000177","Cherwell","South East"
"455",195000,2009-10-06,2009,84.8,"E07000177","Cherwell","South East"
"456",128000,2009-10-19,2009,40.83,"E07000177","Cherwell","South East"
"457",1e+05,2009-07-01,2009,64.74,"E07000177","Cherwell","South East"
"458",170000,2009-01-20,2009,57,"E07000177","Cherwell","South East"
"459",146000,2009-06-26,2009,72,"E07000177","Cherwell","South East"
"460",245000,2009-06-05,2009,121,"E07000177","Cherwell","South East"
"461",310000,2009-11-06,2009,160,"E07000177","Cherwell","South East"
"462",182500,2009-04-30,2009,79,"E07000177","Cherwell","South East"
"463",245000,2009-11-27,2009,76.12,"E07000177","Cherwell","South East"
"464",340000,2009-09-25,2009,109.15,"E07000177","Cherwell","South East"
"465",320000,2009-10-16,2009,101.3,"E07000177","Cherwell","South East"
"466",490000,2009-10-23,2009,188.3,"E07000177","Cherwell","South East"
"467",215000,2009-10-09,2009,74.52,"E07000177","Cherwell","South East"
"468",214000,2009-08-11,2009,85,"E07000177","Cherwell","South East"
"469",110000,2009-01-14,2009,84.18,"E07000177","Cherwell","South East"
"470",140000,2009-09-25,2009,93.98,"E07000177","Cherwell","South East"
"471",135000,2009-12-21,2009,52.8,"E07000177","Cherwell","South East"
"472",132000,2009-08-14,2009,63.26,"E07000177","Cherwell","South East"
"473",165000,2009-12-21,2009,58.4,"E07000177","Cherwell","South East"
"474",185000,2009-01-30,2009,129.46,"E07000177","Cherwell","South East"
"475",242000,2009-02-06,2009,101.3,"E07000177","Cherwell","South East"
"476",160000,2009-05-22,2009,78,"E07000177","Cherwell","South East"
"477",117000,2009-07-31,2009,76,"E07000177","Cherwell","South East"
"478",210000,2009-12-18,2009,83.03,"E07000177","Cherwell","South East"
"479",438000,2009-07-28,2009,134.4,"E07000177","Cherwell","South East"
"480",174000,2009-03-31,2009,86,"E07000177","Cherwell","South East"
"481",1e+05,2009-01-09,2009,92,"E07000177","Cherwell","South East"
"482",190000,2009-08-21,2009,72.31,"E07000177","Cherwell","South East"
"483",220000,2009-06-19,2009,52.4,"E07000177","Cherwell","South East"
"484",495000,2009-12-18,2009,128,"E07000177","Cherwell","South East"
"485",2e+05,2009-05-28,2009,114.54,"E07000177","Cherwell","South East"
"486",124000,2009-06-26,2009,60.8,"E07000177","Cherwell","South East"
"487",345000,2009-09-30,2009,141.3,"E07000177","Cherwell","South East"
"488",540000,2009-06-25,2009,201.96,"E07000177","Cherwell","South East"
"489",310000,2009-12-18,2009,131.16,"E07000177","Cherwell","South East"
"490",180000,2009-04-20,2009,76,"E07000177","Cherwell","South East"
"491",133000,2009-08-05,2009,40.96,"E07000177","Cherwell","South East"
"492",145000,2009-06-01,2009,72.8,"E07000177","Cherwell","South East"
"493",136500,2009-10-19,2009,76.72,"E07000177","Cherwell","South East"
"494",133100,2009-07-09,2009,134.86,"E07000177","Cherwell","South East"
"495",190000,2009-12-16,2009,87.72,"E07000177","Cherwell","South East"
"496",143000,2009-11-20,2009,62.12,"E07000177","Cherwell","South East"
"497",120000,2009-03-13,2009,53.95,"E07000177","Cherwell","South East"
"498",124000,2009-08-11,2009,74.24,"E07000177","Cherwell","South East"
"499",85000,2009-11-16,2009,44.81,"E07000177","Cherwell","South East"
"500",155500,2009-12-03,2009,55.2,"E07000177","Cherwell","South East"
"501",290000,2009-09-18,2009,136.3,"E07000177","Cherwell","South East"
"502",165000,2009-08-05,2009,54.24,"E07000177","Cherwell","South East"
"503",121250,2009-11-13,2009,97.31,"E07000177","Cherwell","South East"
"504",139950,2009-10-12,2009,65.12,"E07000177","Cherwell","South East"
"505",290000,2009-03-31,2009,91.8,"E07000177","Cherwell","South East"
"506",130000,2009-05-28,2009,98.42,"E07000177","Cherwell","South East"
"507",130000,2009-10-30,2009,59.35,"E07000177","Cherwell","South East"
"508",140000,2009-08-07,2009,62.8,"E07000177","Cherwell","South East"
"509",190000,2009-06-03,2009,97.21,"E07000177","Cherwell","South East"
"510",197000,2009-07-24,2009,72.98,"E07000177","Cherwell","South East"
"511",240000,2009-05-14,2009,96,"E07000177","Cherwell","South East"
"512",250000,2009-08-19,2009,57.28,"E07000177","Cherwell","South East"
"513",245000,2009-09-30,2009,89.55,"E07000177","Cherwell","South East"
"514",380000,2009-11-27,2009,120.33,"E07000177","Cherwell","South East"
"515",119000,2009-07-20,2009,49,"E07000177","Cherwell","South East"
"516",136000,2009-06-26,2009,54.02,"E07000177","Cherwell","South East"
"517",148000,2009-10-30,2009,88,"E07000177","Cherwell","South East"
"518",475000,2009-09-09,2009,99.2,"E07000177","Cherwell","South East"
"519",185000,2009-05-12,2009,67.76,"E07000177","Cherwell","South East"
"520",167000,2009-08-21,2009,57.6,"E07000177","Cherwell","South East"
"521",245000,2009-09-18,2009,141,"E07000177","Cherwell","South East"
"522",232000,2009-08-28,2009,109.32,"E07000177","Cherwell","South East"
"523",95000,2009-11-13,2009,37.9,"E07000177","Cherwell","South East"
"524",133000,2009-12-04,2009,49.4,"E07000177","Cherwell","South East"
"525",210000,2009-12-02,2009,94,"E07000177","Cherwell","South East"
"526",156500,2009-09-08,2009,77,"E07000177","Cherwell","South East"
"527",445000,2009-08-28,2009,140.6,"E07000177","Cherwell","South East"
"528",270000,2009-07-23,2009,140.8,"E07000177","Cherwell","South East"
"529",160000,2009-07-02,2009,52.65,"E07000177","Cherwell","South East"
"530",242000,2009-07-29,2009,91.91,"E07000177","Cherwell","South East"
"531",290000,2009-05-01,2009,163,"E07000177","Cherwell","South East"
"532",175000,2009-06-30,2009,52.65,"E07000177","Cherwell","South East"
"533",145000,2009-05-06,2009,60.51,"E07000177","Cherwell","South East"
"534",342500,2009-09-04,2009,116,"E07000177","Cherwell","South East"
"535",137000,2009-06-26,2009,69.12,"E07000177","Cherwell","South East"
"536",90000,2009-04-24,2009,46.36,"E07000177","Cherwell","South East"
"537",205000,2009-04-09,2009,87.46,"E07000177","Cherwell","South East"
"538",135000,2009-01-22,2009,80,"E07000177","Cherwell","South East"
"539",173000,2009-12-10,2009,80.2,"E07000177","Cherwell","South East"
"540",245000,2009-06-26,2009,71.92,"E07000177","Cherwell","South East"
"541",156000,2009-12-23,2009,84.99,"E07000177","Cherwell","South East"
"542",137000,2009-10-08,2009,49,"E07000177","Cherwell","South East"
"543",249950,2009-12-10,2009,101.98,"E07000177","Cherwell","South East"
"544",129000,2009-06-03,2009,46.7,"E07000177","Cherwell","South East"
"545",215000,2009-07-17,2009,99.74,"E07000177","Cherwell","South East"
"546",174950,2009-10-16,2009,82.6,"E07000177","Cherwell","South East"
"547",249995,2009-03-27,2009,120.7,"E07000177","Cherwell","South East"
"548",143000,2009-10-02,2009,62.56,"E07000177","Cherwell","South East"
"549",154000,2009-03-06,2009,76.4,"E07000177","Cherwell","South East"
"550",172500,2009-09-04,2009,96.46,"E07000177","Cherwell","South East"
"551",174500,2009-12-23,2009,55.67,"E07000177","Cherwell","South East"
"552",130000,2009-08-13,2009,73.6,"E07000177","Cherwell","South East"
"553",3e+05,2009-07-10,2009,118,"E07000177","Cherwell","South East"
"554",410000,2009-10-02,2009,125.8,"E07000177","Cherwell","South East"
"555",435000,2009-12-23,2009,137.56,"E07000177","Cherwell","South East"
"556",315000,2009-12-04,2009,134.95,"E07000177","Cherwell","South East"
"557",115000,2009-09-04,2009,36.81,"E07000177","Cherwell","South East"
"558",210000,2009-07-21,2009,84.76,"E07000177","Cherwell","South East"
"559",207000,2009-06-09,2009,93.15,"E07000177","Cherwell","South East"
"560",470000,2009-09-18,2009,128,"E07000177","Cherwell","South East"
"561",197000,2009-07-22,2009,57,"E07000177","Cherwell","South East"
"562",140000,2009-12-04,2009,68,"E07000177","Cherwell","South East"
"563",88000,2009-09-25,2009,53,"E07000177","Cherwell","South East"
"564",2e+05,2009-03-13,2009,105,"E07000177","Cherwell","South East"
"565",242000,2009-09-25,2009,109.16,"E07000177","Cherwell","South East"
"566",290000,2009-05-15,2009,96,"E07000177","Cherwell","South East"
"567",250000,2009-08-17,2009,116.42,"E07000177","Cherwell","South East"
"568",173000,2009-11-13,2009,102.2,"E07000177","Cherwell","South East"
"569",825000,2009-07-31,2009,265.05,"E07000177","Cherwell","South East"
"570",360000,2009-09-04,2009,124,"E07000177","Cherwell","South East"
"571",110000,2009-01-30,2009,92,"E07000177","Cherwell","South East"
"572",222000,2009-09-23,2009,69.58,"E07000177","Cherwell","South East"
"573",220000,2009-10-02,2009,92.78,"E07000177","Cherwell","South East"
"574",190000,2009-05-15,2009,82.4,"E07000177","Cherwell","South East"
"575",275000,2009-02-06,2009,117.91,"E07000177","Cherwell","South East"
"576",290000,2009-12-18,2009,64.52,"E07000177","Cherwell","South East"
"577",147000,2009-04-24,2009,47.3,"E07000177","Cherwell","South East"
"578",210000,2009-08-04,2009,88.63,"E07000177","Cherwell","South East"
"579",318000,2009-04-01,2009,160.78,"E07000177","Cherwell","South East"
"580",202500,2009-12-18,2009,70.79,"E07000177","Cherwell","South East"
"581",175000,2009-12-22,2009,68.7,"E07000177","Cherwell","South East"
"582",128000,2009-04-14,2009,84.4,"E07000177","Cherwell","South East"
"583",412000,2009-11-27,2009,89.73,"E07000177","Cherwell","South East"
"584",175000,2009-12-21,2009,85.27,"E07000177","Cherwell","South East"
"585",118000,2009-10-19,2009,84,"E07000177","Cherwell","South East"
"586",140000,2009-04-09,2009,56.22,"E07000177","Cherwell","South East"
"587",168000,2009-01-30,2009,75.4,"E07000177","Cherwell","South East"
"588",165000,2009-12-21,2009,85.32,"E07000177","Cherwell","South East"
"589",195000,2009-07-31,2009,120.17,"E07000177","Cherwell","South East"
"590",385000,2009-01-30,2009,147,"E07000177","Cherwell","South East"
"591",585000,2009-10-02,2009,164.37,"E07000177","Cherwell","South East"
"592",125000,2009-05-08,2009,43.8,"E07000177","Cherwell","South East"
"593",2e+05,2009-06-05,2009,100,"E07000177","Cherwell","South East"
"594",765000,2009-11-16,2009,248.61,"E07000177","Cherwell","South East"
"595",131000,2009-04-09,2009,106,"E07000177","Cherwell","South East"
"596",335000,2009-11-05,2009,136.96,"E07000177","Cherwell","South East"
"597",175000,2009-05-08,2009,59.36,"E07000177","Cherwell","South East"
"598",205000,2009-07-17,2009,79,"E07000177","Cherwell","South East"
"599",335000,2009-12-04,2009,140.48,"E07000177","Cherwell","South East"
"600",175000,2009-09-11,2009,74.4,"E07000177","Cherwell","South East"
"601",180000,2009-07-06,2009,86.26,"E07000177","Cherwell","South East"
"602",242000,2009-11-27,2009,73,"E07000177","Cherwell","South East"
"603",170000,2009-11-20,2009,58.62,"E07000177","Cherwell","South East"
"604",135000,2009-10-23,2009,77.36,"E07000177","Cherwell","South East"
"605",127000,2009-12-22,2009,77.04,"E07000177","Cherwell","South East"
"606",155000,2009-06-25,2009,72,"E07000177","Cherwell","South East"
"607",203500,2009-06-25,2009,90.12,"E07000177","Cherwell","South East"
"608",660000,2009-10-30,2009,63,"E07000177","Cherwell","South East"
"609",207000,2009-12-21,2009,54.22,"E07000177","Cherwell","South East"
"610",382000,2009-12-21,2009,91.1,"E07000177","Cherwell","South East"
"611",163000,2009-11-20,2009,80.4,"E07000177","Cherwell","South East"
"612",135000,2009-03-12,2009,44.86,"E07000177","Cherwell","South East"
"613",75000,2009-10-16,2009,54.4,"E07000177","Cherwell","South East"
"614",225000,2009-05-22,2009,104.4,"E07000177","Cherwell","South East"
"615",267500,2009-11-27,2009,104,"E07000177","Cherwell","South East"
"616",305000,2009-08-21,2009,138,"E07000177","Cherwell","South East"
"617",225000,2009-08-14,2009,93,"E07000177","Cherwell","South East"
"618",132000,2009-12-16,2009,98.04,"E07000177","Cherwell","South East"
"619",496000,2009-10-16,2009,162.33,"E07000177","Cherwell","South East"
"620",167500,2009-04-09,2009,72.19,"E07000177","Cherwell","South East"
"621",497000,2009-12-17,2009,98.55,"E07000177","Cherwell","South East"
"622",167500,2009-06-12,2009,89.59,"E07000177","Cherwell","South East"
"623",158000,2009-08-05,2009,58.74,"E07000177","Cherwell","South East"
"624",295000,2009-11-27,2009,101.24,"E07000177","Cherwell","South East"
"625",225000,2009-02-20,2009,79.46,"E07000177","Cherwell","South East"
"626",297000,2009-11-12,2009,133.55,"E07000177","Cherwell","South East"
"627",240000,2009-08-05,2009,82.94,"E07000177","Cherwell","South East"
"628",125000,2009-07-03,2009,79.2,"E07000177","Cherwell","South East"
"629",129995,2009-08-21,2009,80.64,"E07000177","Cherwell","South East"
"630",140000,2009-12-22,2009,68.84,"E07000177","Cherwell","South East"
"631",205000,2009-09-18,2009,69.2,"E07000177","Cherwell","South East"
"632",260000,2009-12-04,2009,110,"E07000177","Cherwell","South East"
"633",205000,2009-09-18,2009,69.2,"E07000177","Cherwell","South East"
"634",225000,2009-04-09,2009,124.41,"E07000177","Cherwell","South East"
"635",140000,2009-09-30,2009,52.2,"E07000177","Cherwell","South East"
"636",142500,2009-06-03,2009,53.45,"E07000177","Cherwell","South East"
"637",250000,2009-05-05,2009,80.8,"E07000177","Cherwell","South East"
"638",60000,2009-09-18,2009,55.48,"E07000177","Cherwell","South East"
"639",166000,2009-10-09,2009,59.2,"E07000177","Cherwell","South East"
"640",95000,2009-12-08,2009,54.4,"E07000177","Cherwell","South East"
"641",165000,2009-04-17,2009,53.2,"E07000177","Cherwell","South East"
"642",195500,2009-11-30,2009,139.81,"E07000177","Cherwell","South East"
"643",105000,2009-12-04,2009,41.4,"E07000177","Cherwell","South East"
"644",179995,2009-10-30,2009,60.33,"E07000177","Cherwell","South East"
"645",165500,2009-03-17,2009,87,"E07000177","Cherwell","South East"
"646",218000,2009-08-14,2009,78,"E07000177","Cherwell","South East"
"647",147500,2009-05-15,2009,47.43,"E07000177","Cherwell","South East"
"648",150000,2009-03-13,2009,99,"E07000177","Cherwell","South East"
"649",265000,2009-11-20,2009,158.2,"E07000177","Cherwell","South East"
"650",116333,2009-07-16,2009,90,"E07000177","Cherwell","South East"
"651",194000,2009-08-13,2009,86.57,"E07000177","Cherwell","South East"
"652",225000,2009-07-31,2009,81.12,"E07000177","Cherwell","South East"
"653",130000,2009-09-30,2009,60.2,"E07000177","Cherwell","South East"
"654",207000,2009-10-16,2009,67.3,"E07000177","Cherwell","South East"
"655",162000,2009-08-28,2009,57,"E07000177","Cherwell","South East"
"656",124000,2009-06-05,2009,61.24,"E07000177","Cherwell","South East"
"657",225000,2009-08-27,2009,117.55,"E07000177","Cherwell","South East"
"658",215000,2009-06-26,2009,75.6,"E07000177","Cherwell","South East"
"659",107000,2009-04-30,2009,42,"E07000177","Cherwell","South East"
"660",208000,2009-08-28,2009,144.72,"E07000177","Cherwell","South East"
"661",167000,2009-01-05,2009,52,"E07000177","Cherwell","South East"
"662",105000,2009-04-24,2009,90,"E07000177","Cherwell","South East"
"663",145000,2009-11-16,2009,83.98,"E07000177","Cherwell","South East"
"664",185000,2009-07-03,2009,92.1,"E07000177","Cherwell","South East"
"665",880000,2009-10-15,2009,305.98,"E07000177","Cherwell","South East"
"666",5e+05,2009-11-04,2009,228.84,"E07000177","Cherwell","South East"
"667",158000,2009-09-01,2009,92.63,"E07000177","Cherwell","South East"
"668",107500,2009-07-28,2009,73.27,"E07000177","Cherwell","South East"
"669",230000,2009-01-12,2009,163.272,"E07000177","Cherwell","South East"
"670",157500,2009-07-14,2009,49.41,"E07000177","Cherwell","South East"
"671",320000,2009-08-28,2009,68.61,"E07000177","Cherwell","South East"
"672",155000,2009-11-13,2009,74.8,"E07000177","Cherwell","South East"
"673",278000,2009-07-30,2009,142.44,"E07000177","Cherwell","South East"
"674",205000,2009-11-27,2009,77.32,"E07000177","Cherwell","South East"
"675",264995,2009-08-28,2009,122,"E07000177","Cherwell","South East"
"676",247500,2009-10-23,2009,88.15,"E07000177","Cherwell","South East"
"677",520000,2009-07-08,2009,145.9,"E07000177","Cherwell","South East"
"678",187000,2009-07-31,2009,59.12,"E07000177","Cherwell","South East"
"679",175000,2009-07-06,2009,58.62,"E07000177","Cherwell","South East"
"680",179995,2009-12-11,2009,58.95,"E07000177","Cherwell","South East"
"681",215000,2009-12-15,2009,88.34,"E07000177","Cherwell","South East"
"682",230000,2009-10-06,2009,77.6,"E07000177","Cherwell","South East"
"683",169750,2009-11-16,2009,65.92,"E07000177","Cherwell","South East"
"684",480000,2009-04-09,2009,210.42,"E07000177","Cherwell","South East"
"685",1e+05,2009-05-05,2009,47.7,"E07000177","Cherwell","South East"
"686",192500,2009-11-25,2009,115.2,"E07000177","Cherwell","South East"
"687",132000,2009-09-11,2009,71.1,"E07000177","Cherwell","South East"
"688",224000,2009-05-08,2009,93.3,"E07000177","Cherwell","South East"
"689",116000,2009-11-23,2009,42.58,"E07000177","Cherwell","South East"
"690",171000,2009-10-02,2009,67.31,"E07000177","Cherwell","South East"
"691",135000,2009-02-16,2009,77,"E07000177","Cherwell","South East"
"692",152000,2009-04-08,2009,114.27,"E07000177","Cherwell","South East"
"693",161000,2009-08-07,2009,79.47,"E07000177","Cherwell","South East"
"694",350000,2009-06-18,2009,104,"E07000177","Cherwell","South East"
"695",330000,2009-03-26,2009,129.75,"E07000177","Cherwell","South East"
"696",285000,2009-12-17,2009,98,"E07000177","Cherwell","South East"
"697",149950,2009-12-18,2009,69.47,"E07000177","Cherwell","South East"
"698",185000,2009-06-12,2009,71.6,"E07000177","Cherwell","South East"
"699",265000,2009-07-31,2009,142.71,"E07000177","Cherwell","South East"
"700",134000,2009-10-02,2009,53.6,"E07000177","Cherwell","South East"
"701",220000,2009-05-22,2009,137,"E07000177","Cherwell","South East"
"702",142500,2009-11-23,2009,95.79,"E07000177","Cherwell","South East"
"703",132500,2009-12-16,2009,99,"E07000177","Cherwell","South East"
"704",250000,2009-08-14,2009,107.81,"E07000177","Cherwell","South East"
"705",234000,2009-10-15,2009,69.6,"E07000177","Cherwell","South East"
"706",430000,2009-10-30,2009,178,"E07000177","Cherwell","South East"
"707",250000,2009-06-05,2009,119.97,"E07000177","Cherwell","South East"
"708",165000,2009-06-25,2009,64,"E07000177","Cherwell","South East"
"709",236000,2009-12-11,2009,68.47,"E07000177","Cherwell","South East"
"710",320000,2009-06-26,2009,99,"E07000177","Cherwell","South East"
"711",236000,2009-09-18,2009,97.44,"E07000177","Cherwell","South East"
"712",280000,2009-12-21,2009,75,"E07000177","Cherwell","South East"
"713",160000,2009-10-14,2009,62.05,"E07000177","Cherwell","South East"
"714",190000,2009-10-09,2009,81.6,"E07000177","Cherwell","South East"
"715",195000,2009-11-12,2009,55.6,"E07000177","Cherwell","South East"
"716",160000,2009-03-11,2009,73.43,"E07000177","Cherwell","South East"
"717",139950,2009-06-26,2009,80,"E07000177","Cherwell","South East"
"718",249950,2009-12-11,2009,127.22,"E07000177","Cherwell","South East"
"719",215000,2009-09-10,2009,105.32,"E07000177","Cherwell","South East"
"720",201000,2009-06-29,2009,86.16,"E07000177","Cherwell","South East"
"721",385000,2009-05-22,2009,155,"E07000177","Cherwell","South East"
"722",230000,2009-12-11,2009,80.27,"E07000177","Cherwell","South East"
"723",165000,2009-05-12,2009,74.44,"E07000177","Cherwell","South East"
"724",245000,2009-06-30,2009,116,"E07000177","Cherwell","South East"
"725",299950,2009-10-23,2009,176.49,"E07000177","Cherwell","South East"
"726",192500,2009-08-07,2009,71,"E07000177","Cherwell","South East"
"727",225000,2009-07-10,2009,88.83,"E07000177","Cherwell","South East"
"728",128000,2009-05-08,2009,69.504,"E07000177","Cherwell","South East"
"729",173000,2009-07-06,2009,73,"E07000177","Cherwell","South East"
"730",280000,2009-11-20,2009,108.43,"E07000177","Cherwell","South East"
"731",242000,2009-08-10,2009,112.82,"E07000177","Cherwell","South East"
"732",171000,2009-10-08,2009,71.34,"E07000177","Cherwell","South East"
"733",220000,2009-06-05,2009,79.09,"E07000177","Cherwell","South East"
"734",163000,2009-05-15,2009,87.27,"E07000177","Cherwell","South East"
"735",172000,2009-04-24,2009,54.72,"E07000177","Cherwell","South East"
"736",545000,2009-09-18,2009,202.51,"E07000177","Cherwell","South East"
"737",250000,2009-08-15,2009,81.01,"E07000177","Cherwell","South East"
"738",151000,2009-06-11,2009,53.7,"E07000177","Cherwell","South East"
"739",167000,2009-04-09,2009,79.93,"E07000177","Cherwell","South East"
"740",2e+05,2009-11-19,2009,73.24,"E07000177","Cherwell","South East"
"741",230000,2009-11-25,2009,109,"E07000177","Cherwell","South East"
"742",223500,2009-12-22,2009,78.52,"E07000177","Cherwell","South East"
"743",155000,2009-06-05,2009,80,"E07000177","Cherwell","South East"
"744",272000,2009-08-19,2009,108.95,"E07000177","Cherwell","South East"
"745",250000,2009-05-22,2009,108,"E07000177","Cherwell","South East"
"746",180500,2009-06-30,2009,61.46,"E07000177","Cherwell","South East"
"747",3e+05,2009-08-11,2009,125.62,"E07000177","Cherwell","South East"
"748",115000,2009-12-23,2009,45.4,"E07000177","Cherwell","South East"
"749",230000,2009-12-11,2009,103,"E07000177","Cherwell","South East"
"750",169000,2009-12-04,2009,75.88,"E07000177","Cherwell","South East"
"751",162000,2009-10-23,2009,106.23,"E07000177","Cherwell","South East"
"752",215000,2009-12-08,2009,108,"E07000177","Cherwell","South East"
"753",210000,2009-05-22,2009,134.2,"E07000177","Cherwell","South East"
"754",175000,2009-08-05,2009,120.2,"E07000177","Cherwell","South East"
"755",127000,2009-11-18,2009,55.28,"E07000177","Cherwell","South East"
"756",150000,2009-12-23,2009,36.92,"E07000177","Cherwell","South East"
"757",347500,2009-05-01,2009,123.61,"E07000177","Cherwell","South East"
"758",170000,2009-03-27,2009,99.5,"E07000177","Cherwell","South East"
"759",165000,2009-09-25,2009,75.9,"E07000177","Cherwell","South East"
"760",220000,2009-09-04,2009,102.84,"E07000177","Cherwell","South East"
"761",220000,2009-08-07,2009,101.6,"E07000177","Cherwell","South East"
"762",340000,2009-05-01,2009,115.5,"E07000177","Cherwell","South East"
"763",185000,2009-12-22,2009,111.36,"E07000177","Cherwell","South East"
"764",142000,2009-09-25,2009,52.08,"E07000177","Cherwell","South East"
"765",160000,2009-10-30,2009,96.6,"E07000177","Cherwell","South East"
"766",136000,2009-11-02,2009,62.2,"E07000177","Cherwell","South East"
"767",4e+05,2009-09-04,2009,157.6,"E07000177","Cherwell","South East"
"768",140000,2009-04-07,2009,33,"E07000177","Cherwell","South East"
"769",128000,2009-12-22,2009,64,"E07000177","Cherwell","South East"
"770",225000,2009-05-07,2009,47.4,"E07000177","Cherwell","South East"
"771",175000,2009-12-21,2009,73,"E07000177","Cherwell","South East"
"772",119000,2009-03-18,2009,63.37,"E07000177","Cherwell","South East"
"773",183000,2009-05-29,2009,86,"E07000177","Cherwell","South East"
"774",160000,2009-12-18,2009,92.5,"E07000177","Cherwell","South East"
"775",158000,2009-12-11,2009,94.44,"E07000177","Cherwell","South East"
"776",250000,2009-10-08,2009,148.6,"E07000177","Cherwell","South East"
"777",144000,2009-09-18,2009,58.76,"E07000177","Cherwell","South East"
"778",142000,2009-12-14,2009,63.6,"E07000177","Cherwell","South East"
"779",380000,2009-05-26,2009,156.09,"E07000177","Cherwell","South East"
"780",136500,2009-12-11,2009,92.4,"E07000177","Cherwell","South East"
"781",178000,2009-02-06,2009,90.53,"E07000177","Cherwell","South East"
